mus मुस
tujhamen	तुझमें
qaaboo	क़ाबू
suunaapan	सूनापन
mumtaaz	मुमताज़
khyalon	ख्यालों
hoten	होते
hotel	होटल
baache	बाँचे
Ganv	गाँव
ahankar	अहंकार
pahunchaaye	पहुँचाये
anaadii	अनाड़ी
dor	डोर
philosphy	फिलोस्फी**
dehla	दहला
doo	दूँ
don	दूँ
dol	डोल
sidhivinayak	सिद्धिविनायक
tikaaya	टिकाया
absaro	अवसरों
dehko	देखो
anukampaa	अनुकम्पा
Raajya	राज्य
gehnaa	गहना
dehke	दहके
dehka	देखा
sitaan	सिताँ
gaayegi	गाएगी
sitaar	सितार
dhokaa	धोका
sahrminda	शर्मिन्दा
phuljhadiyon	फुलझड़ियों
sarvam	सर्वम
gaayega	गाएगा
anpadh	अनपढ़
nishaniyaan	निशानियाँ
raahaa	राहा
hamanen	हमनें
hotin	होतीं
raahat	राहत
atariya	अटरिया
nuur	नूर
bich	बीच
nuun	नूँ
spring	स्प्रिंग
baandhakar	बाँधकर
dna	डीएनए
hotii	होती
kaatuun	काटूँ
namaskaar	नमस्कार
uthegi	उठेगी
aainaa	आईना
qusuur	क़ुसूर
biba	बीबा
zindaadilii	ज़िन्दादिली
gaayein	गायें
gopaalam	गोपालम
uthega	उठेगा
dns	डीएनए
dilgir	दिलगीर
pahunchaana	पहुन्चाना
hoshamand	होशमंद
bibi	बीवी
chetna	चेतना
behatari	बेहतरी
udaaoongi	उड़ाऊँगी
gopaalaa	गोपाला
jhuloo	झूलूँ
jhulon	झूलों
naakhudaa	नाख़ुदा
sanpati	संपाति
mitavaa	मितवा
hothi	होती
islaam	इस्लाम
pahchaan	पहचान
bandhaata	बंधाता
tahariir	तहरीर
sanvaaregii	सँवारेगी
bahenge	बहेंगे
kisane	किसने
hoton	होंठों
nikal	निकाला
dth	डीटीएच
naajuk	नाजुक
akhtiyaar	अख्तियार
achanak	अचानक
chugega	चुगेगा
puunchho	पूंछो
pahunchaati	पहुँचाती
dun	दूं
dum	दम
raahee	राही
jalawaa	जलवा
halaath	हालात
raahen	राहें
ratiya	रतिया
dub	डूब
dua	दुआ
raatbhar	रातभर
shrankla	श्रृंखला
vihita	विहित
deevaar	दीवार
vahitra	वहित्र
dri	द्रि
dra	द्र
loggo	लोग्गो
dre	द्रे
nure	नूरे
dasane	डसने
rozaana	रोज़ाना
prantu	परंतु
kisaki	किसकी
gidha	गिधा
pighalate	पिघलते
dro	द्रो
kisaka	किसका
nikar	निकर
ungaliyo	उंगलियों
kisake	किसके
dru	द्रु
ibaadat	इबादत
pranto	प्रांतों
kisako	किसको
pighalati	पिघलती
kuchal	कुचल
saheel	साहिल
biit	बीत
dilon	दिलों
dha	ध
kisase	किससे
hamanavaan	हमनवां
chapti	छपती
adyaksh	अध्यक्ष
hataya	हत्या
bichaaree	बिचारी
pindaru	पिंडारू
ranjish	रंजिश
kaamayaabii	कामयाबी
maasoom	मासूम
niklo	निकलो
dhu	धु
did	दीद
kachehrii	कचहरी
dia	दिया
nikla	निकाला
dhi	धि
biha	बिहा
dhe	धे
nikli	निकली
nikle	निकले
dho	धो
dasati	डसती
jhulun	झूलूं
der	देर
des	देश
det	देत
200506	200506
dev	देव
dey	दें
durfishaani	दुर्फ़िशानी
Tall	टॉल
mister	मिस्टर
iqaraar	इकरार
lutaungi	लुटाऊंगी
kisape	किसपे
sahega	सहेगा
bike	बिके
deevane	दीवने
dee	दी
lutaunga	लुटाऊँगा
deh	देह
biki	बिकी
deevani	दीवानी
sahegi	सहेगी
dek	देख
den	दें
wehshi	वहशी
aadam	आदम
aadar	आदर
aadat	आदत
barafi	बरफ़ी
duguni	दुगुनी
prkar	प्रकार
aadab	आदाब
angoothi	अंगूठी
armano	अरमानों
nagmein	नगमें
dikhaoonga	दिखाऊंगा
suqoon	सुक़ूँ
purao	पुराओ
billiyaan	बिल्लियां
dilke	दिलके
baayara	बायरा
purab	पूरब
logan	लोगन
swapneel	स्वपनिल
puraa	पूरा
nithor	निठोर
chappa	चप्पा
sabhyataa	सभ्यता
aashiyana	आशियाना
halaaku	हलाकू
bagiya	बगिया
hatati	हटती
doungi	दूँगी
nigaarakaana	निग़ारख़ाना
hatata	हटता
bibhinn	विभिन्न
hatate	हटते
takaraaoge	टकराओगे
bidi	बीड़ी
satakarmon	सतकर्मों
khushamad	खुशामद
tikhana	ठिकाना
tikhane	ठिकाने
bidh	बिध
bida	बिदा
rehjaoonga	रहजाऊँगा
chintaa	चिंता
karaamaat	करामात
naakaa	नाका
nikko	निक्को
dim	दीम
jaaegii	जाएगी
din	दिन
police	पॉलिस**
noorani	नूरानी
dip	दीप
ahein	आहें
dir	दिर
dis	दिस
die	दिए
dig	दिग
dii	दी
vicharako	विचारकों
dik	दिक
shwet	श्वेत
Bajpa	भाजपा
dil	दिल
basantee	बसंती
samajhanaa	समझना
ithlaana	इठलाना
rachegi	रचेगी
dilli	दिल्ली
dille	ढीले
aajamaane	आजमाने
dilme	दिल्मे
baraat	बारात
petrol	पेट्रोल**
summer	समर**
rachege	रचेगी
aparaadh	अपराध
umeedvar	उम्मीदवार
rgv	आरजीवी
gunahon	गुनाहों
nigalane	निगलने
jawaanii	जवानी
goyaa	गोया
barbar	बर्बर
barbas	बरबस
buzaa	बुझा
ekdam	एकदम
jineke	जीनेके
mantralaya	मंत्रालय
laashen	लाशें
aabaru	आबरू
diga	डिगा
roopaa	रूपा
tasavir	तसवीर
mahaaraja	महारजा
heen	हीं
heem	हीं
heer	हीर
paharon	पहरों
jaagana	जागना
barbad	बर्बाद
jaagane	जागने
dillagi	दिल्लगी
niragun	निरगुण
piyega	पियेगा
ret	रेत
res	रेस
balidaan	बलिदान
nibhaaoge	निभाओगे
bachkar	बचकर
vuunhuun	वूंहूँ
pisi	पीसी
atapate	अटपटे
pise	पिसे
nibhaaogi	निभाओगी
duurii	दूरी
maalumaat	मालुमात
aaten	आतें
yahallaa	यहल्ला
bakkad	बक्कड़
toofanon	तूफ़ानों
raahaten	राहतें
raasta	रास्ता
bhed	भेद
bhee	भी
talavaaron	तलवारों
divaa	दिवा
divan	दीवन
diip	दीप
bhej	भेज
diin	दीं
siinchaa	सींचा
bhel	भेल
bhem	भें
bhen	भें
ree	री
chedti	छेड़ती
piti	पीती
samajhne	समझने
brahmand	ब्रह्मांड
rec	आर
tootate	टूटते
bhet	भेंट
pairaahan	पैराहन
saugaaten	सौगातें
bhes	भेस
rej	रेज
pite	पीते
raasto	रास्तों
samajhna	समझना
reh	रह
tootati	टूटती
raaste	रास्ते
rem	रें
ren	रें
pita	पिता
kijiyega	कीजियेगा
rel	रेल
alaga	अलग
pyaaraki	प्यारकी
jawaanee	जवानी
dijo	दीजो
piyu	पीयू
kataraa	कतरा
dije	दीजे
saanwariya	साँवरिया
majbooriyan	मजबूरियाँ
piya	प्रिया
alebela	अलबेला
likhta	लिखता
sadbuddh	सदबुद्ध
piye	पिये
ulajhakar	उलझकर
divar	दीवार
likhti	लिखती
divas	दिवस
maharbaan	महर्बां
paaunga	पाऊंगा
kaarij	ख़ारिज
likhte	लिखते
anavar	अनवर
piyo	पियो
dikhata	दिखता
dilase	दिलसे
sebon	सेबों
likhun	लिखूँ
badalegaa	बदलेगा
dilasa	दिलासा
joon	जूं
hein	हैं
joom	जूं
dila	दिल
chingaari	चिंगारी
tootane	टूटने
dile	दिले
gayiyaan	गईयाँ
dikhati	दिखती
piyein	पियें
dikhate	दिखाते
alaap	अलाप
kiwadiyaa	किवड़िया
raz	राज़
muhje	मुझे
dilo	दिल
chuunaa	चूना
dill	दिल
rao	राव
rap	रप
ras	रस
pesha	पेशा
rat	रात
business	बुसिनेस्स
din	दिन
rav	राव
suuliyon	सूलीयों
dikhaun	दिखाऊँ
hega	हेगा
bujhaayuun	बुझाऊँ
aataa	आता
bhin	भिं
dowaasiyon	दोवासियों
bhim	भिं
mauqaa	मौक़ा
bhig	भीग
samajhii	समझी
suyaatiki	सुआतिकि
bhii	भी
raj	राज
ding	दिन
jona	जोना
silavaaoonga	सिलवाऊँगा
rai	रै
jaagati	जागती
rah	रहा
rag	राग
ran	रं
ram	रं
hehe	हेहे
dina	दिन
rak	रख
dilakashi	दिलकशी
badhtaa	बढ़ता
rab	रब
bhagiyan	बगियन
raa	रा
jaagata	जागता
kwaabon	ख़्वाबों
jaagate	जागते
sadbudha	सदबुद्ध
samajhun	समझूँ
uthaaegi	उठाएगी
chhoduungi	छोड़ूँगी
helo	हेलो
dino	दिनों
dikhawe	दिखावे
chhoduunga	छोड़ूँगा
kunwar	कुंवर
satsanga	सत्संग
samajhte	समझते
hamaraah	हमराह
rom	रों
ron	रों
roo	रू
samajhti	समझती
hukkuu	हुक्कू
roy	रोय
roz	रोज
pahuncheinge	पहुँचेंगे
aazaadi	आज़ादी
ulajhaa	उलझा
rou	रौ
fransisi	फ्रांसीसी
rob	रोब
sajayenge	सजाएंगे
hamaraaz	हमराज़
dugna	दुगना
ulajhan	उलझन
roj	रोज
roi	रोई
rok	रोक
likhenge	लिखेंगे
sajaathe	सजाते
roe	रोए
rog	रोग
television	टेलीविजन
bisaraayaa	बिसराया
likhit	लिखित
bediyaan	बेड़ियाँ
drushti	दृष्टि
nibhaaoon	निभाऊँ
dikhaya	दिखाया
khudper	खुद्पर
dikhaye	दिखाई
dikhayi	दिखाई
rehanewaale	रहनेवाले
thakengi	थकेंगी
diri	दीरी
hell	हेल
rakhanevaalon	रखनेवालों
dilaya	दिलाई
dilaye	दिलाये
qayaam	क़याम
raanaaiyaan	रानाइयाँ
dilayi	दिलाई
prabhav	प्रभाव
disi	दिसी
charaa	चरा
jaayuungi	जाऊंगी
charah	सराह
charag	चराग़
chunkar	चुनकर
timbha	टिम्भा
kaaran	कारण
audiography	ऑडियोग्राफी**
sharnagatam	शरणागतम
karhahi	कढ़ाई
beqas	बेक़स
tasaveeren	तसवीरें
kathaa	कथा
hero	हीरो
here	हेरे
zilla	जिला
hera	हेरा
adhyatmik	आध्यात्मिक
jaayuunga	जाऊंगा
jogi	जोगी
yojana	योजना
suchat	सुचत
pichhali	पिछली
pichhale	पिछले
benuur	बेनूर
jodo	जोड़ो
likhna	लिखना
likhne	लिखने
jodi	जोड़ी
sanjana	संजना
pichhala	पिछला
joda	जोड़ा
palkhein	पलकें
khudpar	खुद्पर
bichhadakar	बिछड़कर
lutataa	लुटता
sajaataa	सजाता
jode	जोड़े
hawaalon	हवालों
bhav	भाव
bhas	बहस
beqal	बेक़ल
bhat	भात
rit	रीत
ris	रिस
chhayegee	छायेगी
bham	भं
bhan	भं
rii	री
diva	दिवा
bhar	भर
5354	5354
rin	रिं
rim	रिं
ravaaniyaan	रवानियाँ
bhad	बढ़
naukar	नौकर
bhai	भाई
aangna	अंगना
bhag	भाग
bhaa	भा
likhaa	लिखा
scenario	सिनैरियो**
pujaa	पूजा
kraamnk	क्रमांक
ruswaa	रुसवा
naseehat	नसीहत
barapa	बरपा
sawali	साँवली
aabaad	आबाद
ruswai	रुसवाई
ulajhii	उलझी
farmaanaa	फ़र्माना
zulfyein	ज़ुल्फ़ें
barasuun	बरसूं
dilbar	दिलबर
garazata	गरज़ता
haraam	हराम
charen	करें
peinthees	पैंतीस
shatabdi	शताब्दि
tijorii	तिजोरी
remaga	रेमग
tournament	टूर्नामेंट
ruh	रूह
dikhaai	दिखाई
rug	रग
kusumita	कुसुमित
aasre	आसरे
roopon	रुपों
raaten	रातें
bhikre	बिखरे
charas	चरस
salaamiyaan	सलामियाँ
